Tenure,MonthlyCharges,TotalCharges,ContractType,InternetService,PaymentMethod,SupportCalls,LatePayments,DataUsageGB,Churn
4.0,757.0,3028.0,Month-to-month,DSL,Credit Card,0.0,1.0,27.18,1
18.0,549.0,9882.0,Month-to-month,DSL,Credit Card,1.0,1.0,11.72,0
28.0,566.0,15848.0,Month-to-month,Fiber,Net Banking,1.0,3.0,26.39,1
10.0,673.0,6730.0,Month-to-month,Fiber,Debit Card,5.0,2.0,29.56,1
39.0,429.0,16731.0,Month-to-month,DSL,UPI,3.0,0.0,22.74,0
38.0,447.0,16986.0,Month-to-month,DSL,Credit Card,1.0,0.0,11.33,0
56.0,913.0,51128.0,Month-to-month,DSL,Net Banking,4.0,2.0,11.89,1
40.0,680.0,27200.0,Two year,Fiber,Debit Card,1.0,1.0,16.7,0
3.0,969.0,2907.0,Two year,Fiber,UPI,2.0,2.0,12.89,1
30.0,687.0,20610.0,Month-to-month,Fiber,UPI,2.0,2.0,11.89,1
9.0,428.0,3852.0,Month-to-month,Fiber,UPI,1.0,2.0,1.15,1
16.0,842.0,13472.0,Month-to-month,DSL,Debit Card,0.0,1.0,29.02,0
52.0,829.0,43108.0,Two year,Fiber,UPI,2.0,2.0,11.46,0
24.0,870.0,20880.0,Month-to-month,Fiber,Debit Card,1.0,1.0,16.58,0
11.0,826.0,9086.0,One year,DSL,Credit Card,4.0,1.0,25.41,0
55.0,678.0,37290.0,Month-to-month,DSL,Net Banking,4.0,2.0,1.5,1
15.0,847.0,12705.0,Two year,Fiber,Net Banking,6.0,2.0,4.87,1
32.0,401.0,12832.0,One year,Fiber,Net Banking,1.0,0.0,11.35,0
8.0,827.0,6616.0,Month-to-month,Fiber,Credit Card,3.0,4.0,13.12,1
1.0,726.0,726.0,Month-to-month,Fiber,Debit Card,2.0,0.0,27.06,1
21.0,861.0,18081.0,Month-to-month,Fiber,UPI,2.0,1.0,8.43,0
48.0,653.0,31344.0,Month-to-month,Fiber,Net Banking,7.0,1.0,9.75,1
10.0,500.0,5000.0,Month-to-month,DSL,Debit Card,1.0,2.0,22.49,1
2.0,936.0,1872.0,Month-to-month,Fiber,UPI,2.0,1.0,22.29,1
24.0,852.0,20448.0,Month-to-month,DSL,Debit Card,0.0,2.0,3.88,1
48.0,691.0,33168.0,Month-to-month,Fiber,UPI,2.0,4.0,6.61,1
39.0,876.0,34164.0,Month-to-month,DSL,Debit Card,1.0,0.0,4.12,1
53.0,922.0,48866.0,Month-to-month,DSL,Debit Card,2.0,0.0,22.94,0
10.0,744.0,7440.0,One year,DSL,Credit Card,1.0,1.0,4.5,0
24.0,553.0,13272.0,One year,Fiber,Net Banking,4.0,1.0,5.95,0
13.0,729.0,9477.0,Month-to-month,Fiber,Net Banking,3.0,2.0,1.41,1
49.0,677.0,33173.0,One year,DSL,Net Banking,1.0,0.0,3.42,0
9.0,859.0,7731.0,Month-to-month,Fiber,Credit Card,1.0,1.0,10.03,0
38.0,492.0,18696.0,Month-to-month,Fiber,Credit Card,3.0,1.0,2.36,1
57.0,972.0,55404.0,Two year,Fiber,Credit Card,0.0,3.0,13.09,0
49.0,760.0,37240.0,Month-to-month,Fiber,Credit Card,2.0,2.0,23.88,1
33.0,692.0,22836.0,One year,Fiber,Net Banking,3.0,0.0,16.9,0
1.0,501.0,501.0,Month-to-month,Fiber,Credit Card,1.0,2.0,10.16,1
54.0,571.0,30834.0,Month-to-month,DSL,Debit Card,3.0,2.0,19.3,1
9.0,813.0,7317.0,Month-to-month,DSL,Net Banking,1.0,2.0,25.17,1
26.0,669.0,17394.0,One year,Fiber,UPI,4.0,0.0,1.73,0
36.0,921.0,33156.0,One year,DSL,Credit Card,2.0,0.0,2.88,0
6.0,669.0,4014.0,Month-to-month,DSL,Net Banking,3.0,3.0,24.39,1
,,,,,,,,,1
59.0,415.0,24485.0,Month-to-month,DSL,UPI,5.0,2.0,12.24,1
55.0,899.0,49445.0,Month-to-month,Fiber,UPI,4.0,1.0,10.82,1
48.0,939.0,45072.0,Month-to-month,DSL,Debit Card,1.0,2.0,23.31,1
,,,,,,,,,0
31.0,498.0,15438.0,One year,DSL,Net Banking,0.0,2.0,6.49,0
40.0,696.0,27840.0,Month-to-month,DSL,Debit Card,2.0,0.0,15.58,0
59.0,459.0,27081.0,Month-to-month,Fiber,Credit Card,2.0,0.0,3.92,1
1.0,450.0,450.0,Month-to-month,Fiber,UPI,3.0,2.0,13.23,1
11.0,529.0,5819.0,Two year,Fiber,Net Banking,1.0,0.0,10.86,0
12.0,463.0,5556.0,Month-to-month,Fiber,Debit Card,1.0,2.0,20.75,1
39.0,793.0,30927.0,One year,Fiber,UPI,1.0,0.0,29.01,0
32.0,469.0,15008.0,Month-to-month,Fiber,Net Banking,4.0,0.0,22.64,1
50.0,692.0,34600.0,Month-to-month,Fiber,UPI,0.0,0.0,3.53,1
49.0,973.0,47677.0,Month-to-month,DSL,UPI,1.0,1.0,7.51,0
29.0,451.0,13079.0,Month-to-month,Fiber,Net Banking,0.0,1.0,4.73,1
53.0,751.0,39803.0,Two year,DSL,Debit Card,2.0,0.0,6.49,0
,,,,,,,,,0
28.0,590.0,16520.0,Month-to-month,Fiber,UPI,1.0,0.0,7.07,0
50.0,843.0,42150.0,Month-to-month,Fiber,Debit Card,3.0,1.0,7.82,0
,,,,,,,,,0
6.0,601.0,3606.0,Two year,Fiber,UPI,3.0,4.0,15.61,0
6.0,517.0,3102.0,Month-to-month,DSL,Credit Card,2.0,2.0,2.64,1
6.0,794.0,4764.0,One year,Fiber,Net Banking,1.0,1.0,28.14,0
11.0,663.0,7293.0,Month-to-month,Fiber,Debit Card,2.0,1.0,3.0,1
33.0,528.0,17424.0,Month-to-month,Fiber,Debit Card,5.0,0.0,18.77,1
28.0,997.0,27916.0,Month-to-month,Fiber,UPI,3.0,2.0,3.33,1
21.0,936.0,19656.0,Two year,Fiber,Net Banking,0.0,0.0,21.67,0
21.0,698.0,14658.0,Month-to-month,DSL,Credit Card,4.0,0.0,4.6,1
41.0,422.0,17302.0,Two year,DSL,Debit Card,2.0,0.0,27.61,0
59.0,946.0,55814.0,Month-to-month,DSL,Credit Card,1.0,0.0,22.01,0
10.0,598.0,5980.0,Month-to-month,Fiber,UPI,2.0,1.0,1.81,1
35.0,634.0,22190.0,Month-to-month,Fiber,UPI,1.0,0.0,27.28,0
48.0,476.0,22848.0,Month-to-month,DSL,Net Banking,4.0,0.0,26.57,1
2.0,902.0,1804.0,One year,DSL,UPI,0.0,2.0,19.08,1
,,,,,,,,,0
39.0,943.0,36777.0,Month-to-month,Fiber,Debit Card,0.0,4.0,25.82,1
39.0,523.0,20397.0,Month-to-month,DSL,Net Banking,4.0,2.0,4.35,1
46.0,577.0,26542.0,Month-to-month,DSL,Credit Card,5.0,2.0,23.85,1
37.0,530.0,19610.0,One year,Fiber,Debit Card,0.0,1.0,12.28,0
30.0,605.0,18150.0,Month-to-month,Fiber,Debit Card,2.0,1.0,20.69,0
33.0,421.0,13893.0,Month-to-month,Fiber,Credit Card,1.0,3.0,4.69,1
7.0,848.0,5936.0,Month-to-month,DSL,UPI,2.0,2.0,21.05,1
53.0,914.0,48442.0,Month-to-month,Fiber,Credit Card,4.0,2.0,13.61,1
3.0,410.0,1230.0,Two year,Fiber,Net Banking,0.0,3.0,24.35,1
7.0,878.0,6146.0,Month-to-month,Fiber,Net Banking,2.0,2.0,23.44,1
51.0,793.0,40443.0,Month-to-month,DSL,Credit Card,2.0,0.0,2.55,1
25.0,944.0,23600.0,Month-to-month,Fiber,Debit Card,0.0,1.0,1.78,1
,,,,,,,,,1
17.0,670.0,11390.0,One year,DSL,Credit Card,3.0,0.0,13.96,0
45.0,752.0,33840.0,Month-to-month,Fiber,Credit Card,4.0,1.0,16.51,1
11.0,969.0,10659.0,Month-to-month,Fiber,Net Banking,2.0,1.0,6.1,0
49.0,803.0,39347.0,Two year,Fiber,Credit Card,0.0,0.0,24.19,0
2.0,689.0,1378.0,Two year,Fiber,UPI,0.0,0.0,1.71,1
30.0,689.0,20670.0,Two year,Fiber,Net Banking,4.0,2.0,1.67,1
7.0,633.0,4431.0,Month-to-month,Fiber,Net Banking,3.0,0.0,16.77,0
24.0,943.0,22632.0,Month-to-month,DSL,Debit Card,1.0,0.0,23.95,0
43.0,975.0,41925.0,Month-to-month,DSL,Net Banking,0.0,1.0,3.29,1
46.0,899.0,41354.0,One year,Fiber,UPI,1.0,1.0,24.53,0
,,,,,,,,,0
24.0,709.0,17016.0,Month-to-month,DSL,Credit Card,3.0,4.0,17.9,1
23.0,767.0,17641.0,One year,Fiber,UPI,3.0,1.0,9.67,0
46.0,421.0,19366.0,Month-to-month,Fiber,Credit Card,2.0,0.0,14.83,0
35.0,527.0,18445.0,Month-to-month,DSL,UPI,3.0,1.0,14.23,0
29.0,984.0,28536.0,Month-to-month,Fiber,Debit Card,2.0,1.0,1.24,1
18.0,481.0,8658.0,One year,Fiber,Credit Card,2.0,1.0,2.95,0
5.0,787.0,3935.0,One year,Fiber,Debit Card,2.0,1.0,4.92,1
24.0,527.0,12648.0,Month-to-month,Fiber,UPI,1.0,1.0,1.93,1
43.0,784.0,33712.0,Month-to-month,Fiber,Debit Card,3.0,1.0,3.48,1
10.0,511.0,5110.0,Month-to-month,DSL,Credit Card,3.0,0.0,22.76,0
34.0,641.0,21794.0,Two year,DSL,Debit Card,1.0,1.0,25.42,0
1.0,879.0,879.0,Two year,DSL,UPI,1.0,2.0,17.24,1
34.0,809.0,27506.0,Two year,DSL,UPI,2.0,1.0,22.79,0
,,,,,,,,,1
57.0,810.0,46170.0,Month-to-month,Fiber,Debit Card,3.0,2.0,24.7,1
21.0,876.0,18396.0,Month-to-month,Fiber,Debit Card,4.0,1.0,9.67,1
51.0,430.0,21930.0,Month-to-month,DSL,UPI,0.0,2.0,24.77,1
22.0,585.0,12870.0,Month-to-month,DSL,Debit Card,1.0,0.0,1.57,1
55.0,840.0,46200.0,Month-to-month,DSL,Net Banking,2.0,0.0,27.02,0
34.0,784.0,26656.0,Month-to-month,Fiber,UPI,0.0,1.0,9.01,0
1.0,820.0,820.0,Month-to-month,Fiber,Credit Card,3.0,1.0,16.27,1
57.0,874.0,49818.0,Month-to-month,Fiber,Debit Card,2.0,2.0,6.28,1
12.0,751.0,9012.0,Month-to-month,DSL,Debit Card,3.0,1.0,4.21,1
58.0,735.0,42630.0,One year,Fiber,Credit Card,1.0,3.0,9.29,0
56.0,781.0,43736.0,Month-to-month,Fiber,Credit Card,2.0,0.0,29.99,0
17.0,571.0,9707.0,Month-to-month,DSL,Credit Card,2.0,2.0,5.77,1
1.0,637.0,637.0,Month-to-month,DSL,Credit Card,4.0,2.0,17.61,1
19.0,858.0,16302.0,Month-to-month,DSL,UPI,1.0,2.0,26.43,1
13.0,788.0,10244.0,Two year,DSL,Credit Card,0.0,2.0,22.94,0
27.0,605.0,16335.0,One year,Fiber,Debit Card,1.0,1.0,23.19,0
16.0,579.0,9264.0,Month-to-month,DSL,Debit Card,2.0,0.0,1.49,1
38.0,871.0,33098.0,Two year,DSL,Net Banking,4.0,1.0,18.9,0
,,,,,,,,,1
48.0,694.0,33312.0,One year,DSL,Credit Card,3.0,0.0,5.83,0
29.0,638.0,18502.0,Two year,Fiber,Net Banking,1.0,0.0,15.28,0
26.0,728.0,18928.0,Month-to-month,Fiber,Credit Card,2.0,0.0,10.4,0
39.0,435.0,16965.0,Month-to-month,Fiber,Net Banking,1.0,1.0,4.36,1
56.0,455.0,25480.0,Month-to-month,DSL,Net Banking,2.0,1.0,4.44,1
20.0,446.0,8920.0,Month-to-month,Fiber,Credit Card,1.0,3.0,6.44,1
33.0,741.0,24453.0,One year,DSL,Credit Card,0.0,0.0,23.45,0
35.0,474.0,16590.0,Month-to-month,Fiber,UPI,4.0,3.0,1.69,1
17.0,722.0,12274.0,Month-to-month,DSL,UPI,3.0,4.0,20.66,1
40.0,600.0,24000.0,Two year,Fiber,Debit Card,1.0,1.0,13.87,0
35.0,855.0,29925.0,One year,Fiber,UPI,4.0,0.0,9.07,0
37.0,921.0,34077.0,One year,Fiber,Credit Card,0.0,0.0,8.35,0
2.0,576.0,1152.0,Month-to-month,Fiber,Debit Card,1.0,1.0,20.0,1
17.0,847.0,14399.0,Month-to-month,Fiber,Credit Card,2.0,0.0,1.5,1
30.0,841.0,25230.0,One year,DSL,Debit Card,3.0,1.0,29.83,0
14.0,513.0,7182.0,Month-to-month,DSL,Debit Card,1.0,0.0,12.35,0
18.0,544.0,9792.0,Month-to-month,Fiber,Net Banking,1.0,2.0,26.05,1
1.0,722.0,722.0,Two year,DSL,Debit Card,1.0,2.0,6.28,1
14.0,689.0,9646.0,Month-to-month,Fiber,Credit Card,3.0,1.0,18.77,0
43.0,630.0,27090.0,One year,Fiber,Net Banking,7.0,0.0,25.03,0
53.0,720.0,38160.0,Month-to-month,Fiber,Credit Card,4.0,2.0,29.23,1
8.0,643.0,5144.0,Month-to-month,Fiber,UPI,1.0,0.0,19.86,0
9.0,455.0,4095.0,Two year,DSL,Credit Card,3.0,2.0,4.76,0
11.0,520.0,5720.0,Month-to-month,DSL,Net Banking,1.0,0.0,20.53,0
54.0,906.0,48924.0,Month-to-month,Fiber,Credit Card,2.0,1.0,17.96,0
26.0,748.0,19448.0,One year,Fiber,UPI,4.0,2.0,22.2,0
43.0,500.0,21500.0,Two year,DSL,Debit Card,3.0,1.0,11.06,0
45.0,857.0,38565.0,Month-to-month,Fiber,UPI,3.0,1.0,26.88,0
41.0,793.0,32513.0,Two year,DSL,Net Banking,3.0,1.0,10.13,0
54.0,672.0,36288.0,Month-to-month,Fiber,Net Banking,1.0,2.0,2.77,1
36.0,809.0,29124.0,Month-to-month,Fiber,Debit Card,5.0,1.0,20.11,1
35.0,954.0,33390.0,Month-to-month,Fiber,Net Banking,0.0,1.0,12.49,0
7.0,581.0,4067.0,Month-to-month,Fiber,UPI,0.0,2.0,25.43,1
10.0,919.0,9190.0,One year,DSL,Debit Card,3.0,1.0,24.53,0
1.0,946.0,946.0,One year,DSL,UPI,1.0,2.0,26.64,1
3.0,774.0,2322.0,Month-to-month,Fiber,Debit Card,3.0,1.0,6.82,1
48.0,604.0,28992.0,One year,Fiber,Net Banking,2.0,2.0,5.84,0
2.0,893.0,1786.0,Month-to-month,Fiber,Debit Card,4.0,2.0,12.0,1
12.0,412.0,4944.0,Month-to-month,Fiber,UPI,2.0,2.0,4.78,1
44.0,737.0,32428.0,One year,DSL,UPI,1.0,2.0,3.62,0
,,,,,,,,,1
10.0,868.0,8680.0,Month-to-month,DSL,Net Banking,3.0,3.0,19.84,1
55.0,773.0,42515.0,Month-to-month,DSL,UPI,3.0,0.0,11.93,0
20.0,407.0,8140.0,Month-to-month,DSL,Debit Card,3.0,0.0,18.61,0
28.0,546.0,15288.0,Two year,DSL,Credit Card,3.0,1.0,26.19,0
24.0,775.0,18600.0,One year,Fiber,Net Banking,4.0,0.0,2.83,0
6.0,679.0,4074.0,Two year,Fiber,Credit Card,1.0,2.0,25.29,0
56.0,818.0,45808.0,Month-to-month,Fiber,Debit Card,3.0,3.0,20.66,1
20.0,932.0,18640.0,Month-to-month,Fiber,Debit Card,3.0,3.0,15.78,1
55.0,401.0,22055.0,Month-to-month,DSL,Net Banking,6.0,0.0,12.87,1
21.0,589.0,12369.0,Two year,Fiber,UPI,1.0,1.0,12.28,0
44.0,531.0,23364.0,Month-to-month,DSL,Credit Card,2.0,1.0,17.56,0
25.0,434.0,10850.0,One year,Fiber,UPI,1.0,0.0,2.52,0
8.0,776.0,6208.0,Month-to-month,Fiber,Debit Card,3.0,2.0,14.68,1
2.0,426.0,852.0,Month-to-month,DSL,UPI,3.0,0.0,20.02,1
10.0,834.0,8340.0,Month-to-month,DSL,Net Banking,5.0,1.0,14.12,1
58.0,860.0,49880.0,Month-to-month,DSL,Credit Card,0.0,0.0,4.83,1
15.0,423.0,6345.0,Two year,Fiber,UPI,3.0,0.0,20.01,0
10.0,813.0,8130.0,One year,Fiber,Credit Card,3.0,0.0,25.26,0
54.0,631.0,34074.0,Month-to-month,Fiber,Net Banking,5.0,0.0,22.77,1
32.0,464.0,14848.0,Month-to-month,DSL,UPI,3.0,1.0,25.23,0
12.0,617.0,7404.0,Month-to-month,Fiber,UPI,2.0,3.0,3.21,1
51.0,785.0,40035.0,One year,Fiber,Credit Card,3.0,0.0,9.02,0
29.0,860.0,24940.0,Month-to-month,Fiber,Credit Card,4.0,1.0,10.19,1
3.0,764.0,2292.0,Month-to-month,DSL,UPI,1.0,1.0,13.48,1
14.0,474.0,6636.0,Month-to-month,Fiber,Debit Card,1.0,2.0,13.31,1
12.0,755.0,9060.0,Month-to-month,Fiber,Net Banking,1.0,3.0,15.14,1
9.0,826.0,7434.0,One year,Fiber,Credit Card,3.0,3.0,12.72,0
5.0,604.0,3020.0,One year,Fiber,Credit Card,4.0,2.0,5.44,1
15.0,439.0,6585.0,One year,DSL,Credit Card,1.0,0.0,9.15,0
47.0,939.0,44133.0,Month-to-month,Fiber,Net Banking,2.0,2.0,15.64,1
2.0,670.0,1340.0,Month-to-month,Fiber,Credit Card,3.0,0.0,18.75,1
40.0,919.0,36760.0,Month-to-month,DSL,Debit Card,0.0,0.0,24.96,0
12.0,610.0,7320.0,One year,Fiber,Credit Card,5.0,1.0,10.33,0
5.0,540.0,2700.0,Month-to-month,Fiber,Net Banking,2.0,0.0,5.99,1
5.0,455.0,2275.0,Two year,Fiber,Credit Card,0.0,2.0,27.5,1
2.0,401.0,802.0,Month-to-month,DSL,UPI,0.0,1.0,18.22,1
22.0,990.0,21780.0,Month-to-month,Fiber,UPI,5.0,1.0,18.95,1
45.0,817.0,36765.0,Month-to-month,DSL,Net Banking,1.0,1.0,3.89,1
36.0,831.0,29916.0,One year,Fiber,UPI,3.0,0.0,6.58,0
,,,,,,,,,1
6.0,862.0,5172.0,Month-to-month,Fiber,Debit Card,2.0,4.0,26.14,1
50.0,888.0,44400.0,Month-to-month,DSL,UPI,3.0,3.0,23.42,1
23.0,734.0,16882.0,One year,Fiber,UPI,1.0,1.0,2.37,0
4.0,864.0,3456.0,Month-to-month,DSL,Net Banking,1.0,0.0,11.41,1
27.0,423.0,11421.0,Two year,Fiber,Net Banking,5.0,2.0,5.95,0
35.0,588.0,20580.0,One year,Fiber,Credit Card,2.0,2.0,8.43,0
2.0,404.0,808.0,Month-to-month,DSL,Net Banking,3.0,0.0,8.94,1
25.0,899.0,22475.0,Month-to-month,Fiber,Debit Card,0.0,1.0,10.63,0
15.0,479.0,7185.0,One year,Fiber,Debit Card,1.0,1.0,1.09,0
17.0,679.0,11543.0,One year,DSL,UPI,4.0,1.0,9.28,0
36.0,565.0,20340.0,One year,DSL,Debit Card,1.0,0.0,9.34,0
4.0,664.0,2656.0,Month-to-month,DSL,Debit Card,0.0,1.0,27.47,1
31.0,812.0,25172.0,Month-to-month,DSL,Debit Card,2.0,0.0,2.15,1
50.0,417.0,20850.0,Month-to-month,Fiber,Debit Card,1.0,2.0,18.97,1
29.0,874.0,25346.0,Month-to-month,Fiber,UPI,1.0,0.0,19.12,0
22.0,600.0,13200.0,Month-to-month,DSL,Debit Card,2.0,2.0,11.15,1
28.0,407.0,11396.0,Month-to-month,Fiber,Net Banking,4.0,0.0,15.6,1
35.0,891.0,31185.0,Month-to-month,Fiber,Net Banking,0.0,2.0,4.37,1
24.0,499.0,11976.0,Two year,DSL,Net Banking,2.0,0.0,1.94,0
14.0,838.0,11732.0,Two year,DSL,Debit Card,0.0,5.0,12.29,0
4.0,894.0,3576.0,One year,Fiber,Debit Card,4.0,0.0,17.33,1
10.0,785.0,7850.0,Month-to-month,DSL,Debit Card,5.0,0.0,11.53,1
18.0,468.0,8424.0,One year,DSL,UPI,3.0,0.0,27.38,0
47.0,451.0,21197.0,One year,Fiber,Net Banking,2.0,1.0,2.56,0
32.0,646.0,20672.0,Month-to-month,Fiber,Debit Card,1.0,1.0,1.42,1
59.0,531.0,31329.0,Month-to-month,Fiber,Debit Card,6.0,3.0,12.37,1
45.0,549.0,24705.0,Month-to-month,Fiber,Net Banking,2.0,2.0,2.79,1
47.0,598.0,28106.0,One year,Fiber,Credit Card,1.0,1.0,29.97,0
,,,,,,,,,0
24.0,462.0,11088.0,One year,Fiber,Net Banking,1.0,0.0,10.44,0
14.0,733.0,10262.0,Month-to-month,Fiber,Net Banking,3.0,1.0,27.33,0
49.0,718.0,35182.0,Month-to-month,DSL,Net Banking,4.0,3.0,12.83,1
43.0,970.0,41710.0,One year,Fiber,UPI,1.0,2.0,11.1,0
55.0,532.0,29260.0,Month-to-month,Fiber,Net Banking,2.0,2.0,26.71,1
28.0,487.0,13636.0,Month-to-month,DSL,UPI,1.0,1.0,15.28,0
39.0,943.0,36777.0,One year,Fiber,Credit Card,2.0,2.0,23.5,0
14.0,839.0,11746.0,Month-to-month,Fiber,Net Banking,3.0,1.0,14.39,0
4.0,606.0,2424.0,Month-to-month,Fiber,Credit Card,1.0,0.0,26.03,1
19.0,618.0,11742.0,Two year,DSL,UPI,4.0,0.0,21.85,0
23.0,805.0,18515.0,Two year,Fiber,UPI,1.0,1.0,27.45,0
13.0,820.0,10660.0,Month-to-month,Fiber,Net Banking,0.0,1.0,14.95,0
17.0,858.0,14586.0,Month-to-month,DSL,Credit Card,1.0,0.0,1.26,1
11.0,485.0,5335.0,Month-to-month,Fiber,UPI,1.0,2.0,19.72,1
,,,,,,,,,1
51.0,479.0,24429.0,Month-to-month,Fiber,Credit Card,3.0,1.0,19.77,0
57.0,972.0,55404.0,Month-to-month,Fiber,UPI,1.0,2.0,18.58,1
40.0,445.0,17800.0,Month-to-month,Fiber,Debit Card,3.0,3.0,1.45,1
31.0,913.0,28303.0,Month-to-month,DSL,UPI,5.0,3.0,11.28,1
21.0,656.0,13776.0,Month-to-month,DSL,Credit Card,5.0,0.0,15.06,1
24.0,837.0,20088.0,Month-to-month,DSL,Debit Card,3.0,2.0,6.69,1
5.0,572.0,2860.0,Two year,Fiber,UPI,5.0,1.0,22.24,1
47.0,696.0,32712.0,Two year,Fiber,UPI,3.0,3.0,8.16,0
39.0,569.0,22191.0,Month-to-month,Fiber,Net Banking,4.0,0.0,19.8,1
49.0,528.0,25872.0,Month-to-month,DSL,Net Banking,0.0,1.0,2.63,1
59.0,808.0,47672.0,Month-to-month,Fiber,UPI,1.0,0.0,13.24,0
56.0,631.0,35336.0,One year,Fiber,Net Banking,2.0,1.0,12.5,0
57.0,664.0,37848.0,Month-to-month,Fiber,Credit Card,3.0,3.0,17.21,1
46.0,794.0,36524.0,Month-to-month,DSL,UPI,2.0,0.0,20.12,0
30.0,670.0,20100.0,One year,Fiber,Debit Card,2.0,1.0,16.42,0
56.0,742.0,41552.0,Two year,DSL,Net Banking,2.0,1.0,9.5,0
42.0,715.0,30030.0,One year,DSL,UPI,1.0,0.0,4.37,0
43.0,933.0,40119.0,Month-to-month,Fiber,UPI,4.0,0.0,15.3,1
,,,,,,,,,0
14.0,437.0,6118.0,Month-to-month,Fiber,UPI,1.0,3.0,19.65,1
2.0,680.0,1360.0,Month-to-month,Fiber,UPI,1.0,0.0,3.04,1
1.0,589.0,589.0,Month-to-month,DSL,UPI,4.0,1.0,8.29,1
52.0,552.0,28704.0,One year,Fiber,Net Banking,3.0,1.0,26.71,0
45.0,730.0,32850.0,One year,DSL,Credit Card,2.0,1.0,14.82,0
58.0,910.0,52780.0,Month-to-month,Fiber,Debit Card,1.0,0.0,7.8,0
13.0,409.0,5317.0,Month-to-month,DSL,UPI,1.0,2.0,5.58,1
2.0,820.0,1640.0,Month-to-month,Fiber,Net Banking,2.0,0.0,4.42,1
9.0,932.0,8388.0,Month-to-month,DSL,UPI,4.0,0.0,20.99,1
18.0,521.0,9378.0,Month-to-month,DSL,Net Banking,1.0,2.0,23.08,1
8.0,620.0,4960.0,Month-to-month,DSL,Net Banking,0.0,0.0,10.98,0
44.0,738.0,32472.0,One year,Fiber,Debit Card,1.0,0.0,24.34,0
46.0,533.0,24518.0,Month-to-month,Fiber,Debit Card,2.0,3.0,25.16,1
33.0,579.0,19107.0,Month-to-month,Fiber,Credit Card,4.0,0.0,29.28,1
16.0,994.0,15904.0,One year,Fiber,Debit Card,3.0,1.0,18.6,0
1.0,952.0,952.0,Two year,DSL,Net Banking,1.0,0.0,4.14,1
3.0,835.0,2505.0,Month-to-month,DSL,UPI,1.0,1.0,4.57,1
13.0,879.0,11427.0,Month-to-month,DSL,Debit Card,3.0,2.0,2.43,1
29.0,408.0,11832.0,Month-to-month,Fiber,Credit Card,0.0,0.0,7.35,0
46.0,907.0,41722.0,One year,Fiber,Debit Card,5.0,0.0,19.96,0
15.0,960.0,14400.0,Month-to-month,Fiber,Credit Card,6.0,2.0,14.27,1
58.0,843.0,48894.0,Month-to-month,Fiber,Debit Card,2.0,2.0,23.8,1
41.0,504.0,20664.0,Month-to-month,Fiber,Credit Card,2.0,1.0,2.53,1
33.0,664.0,21912.0,One year,Fiber,Credit Card,2.0,2.0,29.84,0
51.0,671.0,34221.0,Two year,DSL,Credit Card,3.0,0.0,12.33,0
12.0,670.0,8040.0,Month-to-month,Fiber,Debit Card,3.0,4.0,19.01,1
28.0,876.0,24528.0,One year,Fiber,UPI,1.0,1.0,29.32,0
38.0,580.0,22040.0,Month-to-month,Fiber,Debit Card,1.0,0.0,9.16,0
33.0,665.0,21945.0,One year,DSL,UPI,1.0,1.0,10.5,0
59.0,861.0,50799.0,Month-to-month,DSL,Net Banking,3.0,1.0,18.35,0
25.0,666.0,16650.0,Two year,DSL,Net Banking,1.0,1.0,20.39,0
39.0,600.0,23400.0,One year,DSL,Debit Card,1.0,3.0,9.57,0
27.0,562.0,15174.0,Month-to-month,DSL,Debit Card,1.0,2.0,21.28,1
32.0,691.0,22112.0,One year,DSL,UPI,3.0,0.0,9.16,0
38.0,802.0,30476.0,Two year,DSL,Debit Card,3.0,1.0,28.15,0
42.0,974.0,40908.0,Two year,Fiber,Credit Card,5.0,0.0,17.5,0
5.0,637.0,3185.0,Two year,Fiber,UPI,5.0,2.0,17.22,1
34.0,474.0,16116.0,Month-to-month,DSL,Credit Card,2.0,2.0,25.09,1
38.0,843.0,32034.0,Month-to-month,DSL,Debit Card,1.0,2.0,5.48,1
42.0,810.0,34020.0,One year,Fiber,Debit Card,3.0,1.0,13.25,0
57.0,836.0,47652.0,Month-to-month,Fiber,Credit Card,2.0,4.0,25.35,1
4.0,461.0,1844.0,One year,DSL,UPI,3.0,1.0,24.98,0
13.0,651.0,8463.0,Month-to-month,Fiber,Debit Card,3.0,1.0,3.95,1
48.0,818.0,39264.0,Month-to-month,Fiber,UPI,1.0,0.0,8.28,0
36.0,503.0,18108.0,Month-to-month,Fiber,Net Banking,0.0,0.0,12.79,0
37.0,714.0,26418.0,One year,Fiber,UPI,2.0,0.0,8.0,0
17.0,553.0,9401.0,Month-to-month,Fiber,Credit Card,3.0,1.0,23.78,0
57.0,916.0,52212.0,Month-to-month,DSL,Credit Card,5.0,0.0,11.58,1
50.0,863.0,43150.0,One year,DSL,Credit Card,0.0,0.0,12.4,0
36.0,850.0,30600.0,One year,Fiber,Debit Card,1.0,1.0,23.43,0
38.0,704.0,26752.0,Month-to-month,DSL,UPI,1.0,1.0,10.36,0
59.0,589.0,34751.0,Month-to-month,DSL,Debit Card,1.0,4.0,9.85,1
41.0,455.0,18655.0,One year,Fiber,Debit Card,1.0,1.0,28.33,0
44.0,831.0,36564.0,Month-to-month,DSL,Net Banking,7.0,3.0,8.35,1
32.0,800.0,25600.0,Month-to-month,Fiber,Debit Card,6.0,0.0,25.41,1
7.0,566.0,3962.0,Two year,Fiber,Net Banking,1.0,3.0,27.57,0
